분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
증,시지트로닉스,7650 8930 7420 8930,"8,930",↑,"2,060","29.99","1,978,343","17,202",'국내최조 MCT 전력반도체 2025/04/17 23:17,'429270
경,피델릭스,7030 8460 6420 8460,"8,460",↑,"1,950","29.95","6,902,356","53,674",'중국최대주주/삼성패키징협력/LPDDR5X,'032580
신,삼화콘덴서,78000 102000 77400 102000,"102,000",↑,"23,500","29.94","5,856,117","544,041","MLCC 업황 개선과 우량한 재무구조를 겸비한 강소기업  전력용 콘덴서(진상용 콘덴서)와 MLCC를 주력으로 생산하는 기업으로, MLCC 테마 상승과 함께 테마 내에서 돋보이는 재무 안정성을 바탕으로 주목받고 있습니다.  주요 재료 및 상세 내용  MLCC 업황 회복: IT 기기 수요 회복과 전장용 MLCC 시장 성장에 따라 관련 매출 증대가 기대됩니다.  독보적인 기술력: 주력 사업인 진상용 콘덴서 분야에서 50년 이상의 업력을 바탕으로 국내 시장점유율 1위를 유지하며 안정적인 캐시카우 역할을 하고 있습니다.  우수한 재무 안정성: MLCC 테마 내 타 기업들과 비교하여 성장성, 안정성, 수익성 점수가 모두 높아 투자 매력도가 높은 것으로 평가받고 있습니다.  최근 [특징주] 기사  2025년 9월 22일: MLCC 테마가 시장에서 강세를 보이면서 동반 상승하여 6.66% 상승 마감.  기사 제목: 특징주, 삼화콘덴서-MLCC 테마 상승세에 6.66% ↑ - 매일경제",'001820
증,미래산업,28150 35850 28150 35850,"35,850",↑,"8,250","29.89","892,220","30,801","반도체검사장비_창신반도체, sk하닉, 인피니언 납품",'025560
증,빛과전자,5220 6610 5130 6610,"6,610",↑,"1,520","29.86","40,253,771","254,721","1.6T급 광트랜시버 개발을 완료해 광트랜시버 풀라인업 구축을 완료했다고 밝혔다. 광트랜시버는 전기 신호를 빛 신호로 바꾸거나, 빛 신호를 전기 신호로 바꾸는 부품이다. 고성능 광트랜시버는 대용량 데이터 처리가 필요한 AI, 데이터센터에서 필수 요소로 꼽힌다.빛과전자는 이번 포트폴리오 완성으로 기존 주력인 100G~400G 광트랜시버는 물론, AI 데이터센터의 필수 장비로 꼽히는 1.6T OSFP(Octal Small Form-factor Pluggable) 광모듈까지 확보했다.",'069540
,인텍플러스,28000 36500 27000 35850,"35,850",▲,"7,550","26.68","1,659,908","55,252","검사장비.배터리 핸들러 장비 176억4800만원 규모 공급계약  (24.04.08)[특징주] 인텍플러스, 美 인텔과 차세대 유리기판 검사장비 공동연구 개발소식에 ↑ 인텍플러스는 지난해 하반기부터 인텔 측과 유리기판 기반 반도체 모듈 관련 외관검사 장비를 공동으로 개발하기로 합의하고 현재 R&D(연구개발)를 진행하고 있다.",'064290
증,디아이씨,7960 9350 7700 9110,"9,110",▲,"1,730","23.44","5,872,290","51,133","'11월 6일, 테슬라 연례 주주총회 (25.02.10)[특징주] 디아이씨, ""테슬라 휴머노이드 로봇 10조 달러 수익 창출""...로봇 관절 시제품 생산 완료 강세 (25.08.26)디아이씨, 현대차 美로봇 EV 36조 투자..로봇 아틀라스 관절 감속기 공급 논의 부각↑ [특징주] 디아이씨는 현대차그룹의 자동차 공정에서 테스트를 진행 중인 휴머노이드 로봇 아틀라스에 핵심 부품을 공급하기 위한 논의를 진행하고 있다.디아이씨는 '로봇 관절 및 주행장치용 사이클로이드 감속기'를 개발해 글로벌 시장에서 주목받았다. 해당 감속기는 기존 감속기보다 고효율, 고출력, 고정밀성을 갖춘 제품으로 로봇 산업에 최적화됐다는 평가를 받고 있다.  (25.08.26)디아이씨, 현대차 美로봇 EV 36조 투자..로봇 아틀라스 관절 감속기 공급 논의 부각↑ [특징주] 디아이씨는 현대차그룹의 자동차 공정에서 테스트를 진행 중인 휴머노이드 로봇 아틀라스에 핵심 부품을 공급하기 위한 논의를 진행하고 있다.디아이씨는 '로봇 관절 및 주행장치용 사이클로이드 감속기'를 개발해 글로벌 시장에서 주목받았다. 해당 감속기는 기존 감속기보다 고효율, 고출력, 고정밀성을 갖춘 제품으로 로봇 산업에 최적화됐다는 평가를 받고 있다.  (25.08.17)김정렬 디아이씨 대표 ""정밀 감속기 기술로 협동로봇에 도전"" 디아이씨는 협동로봇 사업 진출을 위해 지난 1일 뉴로메카, 트위니와 업무협약(MOU)을 맺었다.두 회사에 디아이씨의 감속기 기술은 로봇관절부 토크 제어와 내구성 확보를 위한 핵심 역할을 할 예정이다.김 대표는 “스마트팩토리를 기반으로 물류창고에서의 이송 및 적재 작업, 검사·정비 등 반복성과 위험성이 큰 공정에 우선 적용될 것”이라며 “모듈형 관절구조와 인간형의 유연한 동작, 자율이동 능력 등이 있어 향후 고위험 산업현장이나 재난 구조 분야 등으로 확장하려고 계획 중”이라고 말했다.현재 개발 진행률은 90%다. 기본동작 및 자율 이동 테스트가 가능한 프로토타입을 완성해 이달 실증 테스트를 할 예정이다. 김 대표는 “조만간 시제품 적합성 평가만 통과하면 이르면 연말부터 제조 현장에 투입할 계획”이라고 말했다.  디아이씨(DIC) 로봇 감속기 국산화 성공으로 테슬라, 현대차 등 글로벌 휴머노이드 로봇 시장의 핵심 부품주로 부각되고 있습니다.  주요 재료 로봇 핵심 부품 '감속기' 국산화: 산업용 로봇 및 협동 로봇 관절의 필수 부품인 '고정밀 사이클로이드 감속기' 개발 및 양산 준비를 완료했습니다. 이는 로봇의 정밀한 움직임을 제어하는 핵심 기술로, 그동안 일본 기업 의존도가 높았던 부품을 국산화했다는 점에서 높은 평가를 받습니다.  테슬라 '옵티머스' 관련주: 테슬라에 전기차 감속기 부품을 공급하고 있는 이력을 바탕으로, 테슬라의 휴머노이드 로봇 '옵티머스'의 공급망에 포함될 것이라는 기대감이 주가에 지속적으로 반영되고 있습니다. 일론 머스크의 로봇 사업 관련 발언이 있을 때마다 주가가 민감하게 반응하는 경향이 있습니다.  현대차그룹 '아틀라스' 공급 논의: 현대차그룹이 개발 중인 휴머노이드 로봇 '아틀라스'의 관절 부품으로 디아이씨의 감속기 공급이 논의되고 있다는 점이 부각되며, 국내 대기업과의 협력 가능성 또한 중요한 재료로 작용하고 있습니다.  최근 [특징주] 기사 및 주가 2025년 10월 14일: 로봇(산업용/협동로봇 등) 테마 상승세 속에서 특징주로 부각되며 당일 +5.61% 종가를 기록했습니다.  2025년 10월 13일: 테슬라 '옵티머스'와 연관된 K-휴머노이드 로봇의 관절용 감속기 국산화 성공 소식으로 특징주에 언급되었으며, 당일 주가는 +4.30% 상승 마감했습니다. (기사 내용 중 장중 5.85% 상승 언급)  2025년 2월 10일: 테슬라 휴머노이드 로봇의 시장 가치에 대한 긍정적 전망과 함께 디아이씨의 로봇 관절 시제품 생산 완료 소식이 알려지며 강세를 보였고, 당일 +12.39% 상승 마감했습니다.   테슬라 부품 공급사로, 전기차 감속기를 공급하고 있다. 또 산업용 로봇과 협동 로봇의 필수 부품인 고출력 사이클로이드 감속기 시제품을 생산 완료하고 테스트를 완료한 상태로 알려졌다.",'092200
,주성엔지니어링,185300 231500 185200 224000,"224,000",▲,"38,800","20.95","6,629,231","1,401,188","원자층 증착(ALD)와 플라즈마 화학기상증착(PECVD) 장비를 주력으로 하는 반도체·디스플레이 장비 업체로, 메모리 공정 미세화와 적층 고도화가 진행될수록 수혜가 확대되는 사업 구조를 갖추고 있다. 특히 디램(DRAM)과 낸드(NAND) 모두에서 공정 난도가 높아지며 증착 공정 비중이 확대되고 있다는 점이 긍정적으로 평가됐다.밸류에이션 측면에서도 저평가 구간에 있다는 판단이다. 한국IR협의회는 주성엔지니어링의 현재 주가가 업황 회복 가능성과 기술 경쟁력을 충분히 반영하지 못하고 있다며, 메모리 투자 사이클이 본격적으로 회복 국면에 진입할 경우 밸류에이션 재평가 여지가 크다고 분석했다.",'036930
증,심텍홀딩스,5190 6300 5000 6140,"6,140",▲,"1,040","20.39","5,186,262","30,123",,'036710
증,현대바이오,11300 14450 11300 13450,"13,450",▲,"2,240","19.98","9,459,140","128,245","(25.07.07)[특징주] 현대바이오, 세계최초 췌장암 가짜내성 연구결과 발표…암세포 생존률 0% 입증",'048410
신,키스트론,4825 6090 4810 5650,"5,650",▲,"885","18.57","6,756,159","38,664",와이어기업. 전선관련주,'475430
신,대주전자재료,135000 162800 133200 156400,"156,400",▲,"23,900","18.04","1,559,657","240,484",'테슬라에 실리콘 음극재 공급 확정 2025/01/15 06:56,'078600
신,비에이치,33900 40350 33400 39000,"39,000",▲,"5,300","15.73","3,110,754","118,531","FPCB 강자, IT용 OLED와 전장 사업으로 성장 가속 비에이치는 스마트폰용 FPCB(연성회로기판) 분야의 글로벌 강자로, 향후 폴더블폰, IT 기기용 OLED 확대 및 자동차 전장 사업을 통해 구조적 성장이 기대되는 기업입니다.  주요 재료 상세 분석:  IT용 OLED 및 폴더블 확대: 기존 스마트폰 시장을 넘어 태블릿, 노트북 등 IT 기기에 OLED 채용이 본격화되고, 북미 고객사의 폴더블폰 출시가 가시화되면서 고부가가치 FPCB 공급이 크게 증가할 것으로 전망됩니다. 이는 ASP(평균판매단가) 상승을 이끌 핵심 동력입니다.  자동차 전장(EV) 사업 본격화: 자회사 비에이치 EVS(구 LG전자 차량용 무선충전 사업부)를 통해 사업 포트폴리오를 다각화했습니다. 차량용 무선 충전기 분야 글로벌 1위이며, BMS(배터리 관리 시스템), 저전력 히터 등으로 제품군을 확장하며 전기차 시장 성장의 수혜를 받고 있습니다.  견고한 시장 지배력: 주력 사업인 스마트폰용 FPCB 분야에서 주요 경쟁사들의 사업 철수로 과점적 지위가 강화되어 안정적인 실적 기반을 확보하고 있습니다.",'090460
신,예스티,25850 30850 25750 30000,"30,000",▲,"4,250","16.50","1,259,104","36,917",,'122640
증,아모텍,19790 23800 18670 22800,"22,800",▲,"3,280","16.80","2,363,570","50,514",,'052710
증,KEC,5880 7350 5630 6790,"6,790",▲,"960","16.47","5,415,008","36,107","국내 전력 반도체 중견기업 중 유일하게 자체생산시설을 보유하여 기술 및 제조경쟁력을 갖추고, 시장 수요에 맞는 반도체 부품을 신속히 개발·공급하고 있음.",'092220
신,삼아알미늄,83100 99600 80100 96300,"96,300",▲,"13,200","15.88","745,456","70,508",나트륨배터리 전극에 알루미늄이 사용됨 LG엔솔 2-3조 규모 양극박 장기 공급 추진,'006110
신,삼화전기,36900 44200 36750 42000,"42,000",▲,"5,700","15.70","963,587","39,875",데이터센터 폭증으로 인해 전력 효율성이 AI 서버의 핵심 우선순위가 되면서 QLC(쿼드러플 레벨 셀) 기반 고용량 eSSD(기업용 솔리드스테이트드라이브)에 대한 수요가 증가하고 있다.,'009470
증,에이프로,8300 10280 8210 9150,"9,150",▲,"1,170","14.66","1,655,025","15,565",에이프로는 LG에너지솔루션 배터리 제조 라인 중 활성화 공정 장비를 공급,'262260
신,SFA반도체,8920 10960 8760 10250,"10,250",▲,"1,300","14.53","69,036,014","713,623","NPU (신경처리장치) : 반도체 조립 및 테스트, 메모리카드, 기타 디지털 응용제품 생산",'036540
신,샘씨엔에스,13440 15500 13350 14940,"14,940",▲,"1,860","14.22","2,732,192","40,741","'반도체 검사장비 주 / 세라믹 STF 국산화  샘씨엔에스 는 2007년 삼성전기의 프로브카드용 세라믹기판 사업부에서 출발해 삼성전자의 프로브카드의 전략적인 세라믹STF 공급업체로 사업을 지속하고 있다  프로브카드는 반도체 칩과 테스트 장비를 연결하는 검사 장비 부속품이다. 세라믹 STF는 프로브카드의 핵심 부품 가운데 하나다. 프로브카드용 세라믹 STF는 국내 프로브카드 제조업체 4개사와 해외 제조업체 1개사에 제품을 공급하고 있다.  샘씨엔에스는 AI 개발 경쟁이 치열해지면서 HBM 수요가 급증할 것으로 전망한다. 최근 설비투자가 큰 폭으로 확대되고 있는 4세대(HBM3), 5세대(HBM3E) 시장에 이어 차세대 제품인 6세대(HBM4) 제품까지 HBM 시장은 큰 폭의 시장 확대가 이어질 것으로 예상한다.   샘씨엔에스, 엔디비아 마이크론 DDR7 탑재..D램용 '세라믹 STF' 마이크론 납품 부각↑ [특징주]",'252990
증,케이엠더블유,32700 38500 32400 36200,"36,200",▲,"4,300","13.48","3,034,002","110,017",,'032500
신,한솔홀딩스,3690 4695 3690 4120,"4,120",▲,"455","12.41","7,817,799","34,331",,'004150
신,엑시콘,32200 37550 32000 35300,"35,300",▲,"3,800","12.06","529,194","18,970","[특징주] 티엘비, 차세대 메모리 경쟁 본격화에 강세...CXL PCB 기술 부각 [특징주] 오킨스전자·네오셈 등 CXL株 강세…삼성·SK, 마벨과 호환성 검증 완료 스트럭테라는 CXL 2.0 기술을 기반으로 한 컨트롤러로, 인공지능(AI) 데이터센터 등에서 반도체 성능을 획기적으로 높이는 제품이다. 삼성전자와 SK하이닉스는 이미 CXL 2.0 기반 메모리 양산 준비를 마친 상태다. 다만 아직 시장 수요가 크지 않아 대량 생산은 이뤄지지 않고 있으며, 업계는 내년을 본격적인 CXL 시장 개화 시점으로 보고 인프라 확충에 주력하고 있다.",'092870
신,켄코아에어로스페이스,24900 29500 24300 28500,"28,500",▲,"2,950","11.55","2,782,940","75,996","? 우주항공원소재?공급?부문?매출?축소와?여객기-화물기?개조사업?및?군용기?개조,?창정비를?포함한?항공?MRO?사업의?수익성?악화로?영업손실?확대 ? 스페이스X를 비롯해 보잉, 에어버스, 록히드마틴, NASA 등의 주요 고객사를 확보한 국내 유일 '티어 1' 자회사 켄코아USA에 밀려드는수주에 대비해 미국 현지에 추가 생산 공장 증설 ? 켄코아에어로스페이스의 강점은 단순한 부품 생산을 넘어, 미국 내 생산 거점과 원소재 공급 기지를 동시에 보유하고 있다는 점 ? 미국 자회사 CMSI는 티타늄과 니켈 합금 등 고부가가치 항공우주 소재를 취급",'274090
주,기가레인,1303 1614 1302 1458,"1,458",▲,"99","7.28","37,367,426","56,281",,'049080
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
