분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
증,금호건설,5610 6630 5480 6630,"6,630",↑,"1,530","30.00","9,084,096","58,091",,'002990
신,티이엠씨씨엔에스,4980 6500 4760 6500,"6,500",↑,"1,500","30.00","3,549,628","21,820",,'241790
신,광주신세계,43150 52900 42150 52900,"52,900",↑,"12,200","29.98","7,902,928","387,142",,'037710
펀,SOL SK하이닉스선물단일종목인버스2X,6445 7575 6320 7260,"7,260",▲,"1,080","17.48","351,171,196","2,469,302",,'0197X0
증,오텍,2800 3490 2730 3060,"3,060",▲,"370","13.75","8,707,834","27,032","'고효율 에너지 솔루션 기반 국내외 냉난방 공조 시장서 성장… “글로벌 에너지 플랫폼 기업으로 도약”// (25.06.25)오텍캐리어, 벽걸이 에어컨 판매 136% 증가",'067170
신,일신방직,9780 12350 9770 10740,"10,740",▲,"1,240","13.05","7,113,247","77,876",,'003200
증,마키나락스,16430 19850 15910 18400,"18,400",▲,"1,970","11.99","3,333,062","61,863",,'477850
신,금호타이어,4540 5720 4500 4950,"4,950",▲,"470","10.49","60,885,082","309,281",,'073240
신,가온전선,299000 343500 283000 328500,"328,500",▲,"30,000","10.05","532,245","168,256","'(25.10.27)가온전선, 전력 인프라 성장세 가속…LS전선 낙수효과 겹쳤다 가온전선의 북미 매출은 2021년 169억 원에서 2023년 664억 원으로 3년 새 4배 가까이 증가했다.지난해에는 미국 노스캐롤라이나주 타보로(Tarboro)에 위치한 배전 케이블 생산법인 LSCUS 지분 100%를 인수하며, 현지 전력망 현대화 프로젝트에 직접 대응할 수 있는 생산 거점을 확보했다.또 회사는 LS전선과의 기술 협력을 통해 해저 케이블 내부망 시장 진출도 추진하고 있다. 이는 LS전선이 주력으로 공급하는 초고압 해저케이블과 달리, 단지 내부의 전력 흐름을 제어하는 '해상 풍력단지 내 연결망' 영역으로, 가온전선이 강점을 지닌 중저압 기술이 요구되는 분야다.  해저케이블/전선/태양광",'000500
신,브이엠,98800 115900 97400 108700,"108,700",▲,"8,700","8.70","2,471,120","267,258","(25.09.04)[특징주]SK하이닉스 동행 브이엠, 실적 개선 기대감에 신고가 앞서 브이엠은 지난달 SK하이닉스와 90억원 규모의 반도체 제조 장비 단일판매·공급계약을 체결했다. 브이엠은 국내 유일 에칭(식각) 장비 업체다. 박 연구원은 ""회사는 최근 2년간 주 고객사의 투자 축소 영향으로 영업적자를 기록했으나, 2025년 상반기부터 SK하이닉스의 범용 디램 캐파 투자 증가로 인한 실적 개선이 기대된다""며 ""2025년 4분기부터 M15X향 장비 매출이 본격적으로 인식되면서 가파른 실적 성장을 보여줄 것""으로 내다봤다.",'089970
신,대명에너지,14390 17740 13340 15770,"15,770",▲,"960","6.48","5,492,233","88,844",,'389260
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
