분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
신,SK네트웍스,8800 10920 8750 10920,"10,920",↑,"2,520","30.00","64,436,092","660,126",,'001740
,드림시큐리티,3725 4615 3725 4615,"4,615",↑,"1,065","30.00","21,300,822","92,274",세계최초 양자암호 개발 기술 과기원서 기술이전 최초 사례↑,'203650
신,한켐,9990 12310 9940 12310,"12,310",↑,"2,840","29.99","3,475,116","40,161","IT OLED 시장 본격 개화 (핵심):  스마트폰을 넘어 태블릿, 노트북(맥북 등)으로 OLED 패널 탑재가 확대되는 'IT OLED' 시대가 본격화되었습니다. IT 기기는 화면이 크고 장시간 사용하므로 고내구성을 위한 '중수소 치환 기술(Deuterated)' 등 고난도 합성 소재가 필수적인데, 이 분야에 강점이 있는 한켐의 수주 물량이 급증했습니다.  오늘(13일) 시장에서 차세대 디스플레이 소재 섹터가 주목받으며, 소재 합성 CDMO로서의 실적 성장성이 부각되었습니다.  반도체 및 헬스케어 신사업 가시화:  기존 디스플레이 편중 구조에서 벗어나, 반도체 공정용 특수 소재(포토레지스트 원료 등) 및 헬스케어 소재로의 CDMO 영역 확장 소식이 전해지며 멀티플(PER) 재평가 기대감이 작용하고 있습니다.",'457370
신,케이씨에스,16850 20600 16840 20600,"20,600",↑,"4,750","29.97","5,368,569","105,127",'양자암호서비스 / SKT 협업이력,'115500
신,엑스게이트,20700 27550 20500 27550,"27,550",↑,"6,350","29.95","29,787,775","740,986",양자보안 기술,'356680
증,한국첨단소재,3380 4105 3380 4105,"4,105",↑,"945","29.91","27,220,115","104,849",양자 암호키 분배 시스템(QKD)의 필수 소자인 광간섭계 모듈 개발을 완료하고 유럽 최고의 양자암호 시스템 기업인 IDQ(스위스)사에 납품하고 있다.  [양자암호통신용 지연 광 간섭계],'062970
증,아모텍,24900 29600 24850 29600,"29,600",↑,"6,800","29.82","3,975,834","115,268",,'052710
증,한주라이트메탈,1878 1968 1830 1968,"1,968",↑,"454","29.99","1,287,206","2,496",,'198940
신,LG이노텍,880000 1123000 880000 1123000,"1,123,000",↑,"259,000","29.98","1,441,689","1,518,686","아이폰17, 기본 모델 수요 폭발…애플도 ""생산량 늘린다"" [클릭 e종목]""LG이노텍, 아이폰 판매 호조로 5년만의 증익 전망"" 고의영 iM증권 연구원은 ""아이폰17 시리즈 초기 반응이 예상보다 긍정적이며, 특히 기본 모델 수요가 견조하다""며 ""120Hz 주사율 도입과 기본 용량 확대(128GB→256GB)가 판매 호조의 주요 배경""이라고 말했다. 아이폰 카메라 가변조리개 탑재도 호재다. 2022년부터 3년간 아이폰 후면 카메라 업그레이드가 화소수(12MP→48MP) 상향에 집중되면서 이미지센서 가격 인상으로 이어졌고 이는 수익성에 악영향을 미쳐왔다. 그러나 내년에는 화소수 상향이 멈추고 메인 카메라에 가변조리개가 탑재될 전망이다.",'011070
증,나무기술,5240 6470 5210 6290,"6,290",▲,"1,250","24.80","12,185,973","73,125","0. 사업 내용 나무기술은 가상화 및 클라우드 솔루션 전문 기업으로, 클라우드 플랫폼 '칵테일 클라우드(Cocktail Cloud)'를 통해 기업의 디지털 전환을 지원합니다. 주요 사업으로 망분리, 스마트워크 솔루션 및 프라이빗 클라우드 구축을 영위하며, 최근에는 AI 수요 확대에 발맞춰 AI 에이전트 플랫폼 및 인프라 고도화 사업으로 영역을 확장하고 있습니다.  1. 한 문장 요약 ""AI 매출 본격화와 2025년 영업이익 흑자전환 달성 및 금융 IT 인프라 수주 호재로 주가 급등세 기록""  2. 추가 중요 내용 실적 턴어라운드: 2025년 연결 기준 영업이익 약 22.5억 원을 기록하며 전년 대비 흑자전환에 성공했습니다. 이는 가상화 및 클라우드, 스마트팩토리 부문의 매출 증가가 주요 원인입니다.  AI 및 클라우드 성장성: 디지털 전환(DX) 가속화와 인공지능 수요 급증에 따라 '나무 에이전트 플랫폼' 개발 등 AI 관련 신규 매출 기대감이 시장에 반영되고 있습니다.  금융 IT 인프라 수주: 대형 금융권 IT 인프라 수주 등 기술력을 인정받으며 클라우드 가상화 기업으로서의 가치가 재평가받고 있습니다.  자회사 상장 모멘텀: 자회사 '에스케이팩'의 상장 추진을 통해 기업 가치 제고를 노리고 있으며, 주주 환원 가능성도 열어두고 있습니다.",'242040
