분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
신,씨에스윈드,43850 56800 43000 56800,"56,800",↑,"13,050","29.83","4,662,977","242,578",,'112610
신,SK오션플랜트,17110 21950 16300 21950,"21,950",↑,"5,050","29.88","16,485,704","338,961",,'100090
신,태웅,35100 44250 33900 44150,"44,150",▲,"9,950","29.09","2,426,544","98,375","'2012년부터 원전향 CASK(사용후 핵연료 이송·보관용기) 제품을 수출해왔으며 2020년 들어서 미국 원전·SMR 부품 업체와 협력을 지속해왔습니다. 지난 2월 캐나다 내 300MW급 SMR 용 단조 부품 공급계약을 체결하였고, 최근 미국 원전 활성화 기대감으로 주가가 상승했습니다. 원전/풍력/조선 자유형단조전문2025/05/24 09:02",'044490
신,대우건설,23150 28750 22300 27450,"27,450",▲,"4,550","19.87","48,167,340","1,304,618",,'047040
증,광전자,9260 11210 9220 10710,"10,710",▲,"1,710","19.00","13,134,397","137,778",,'017900
신,대명에너지,14590 17790 13800 17360,"17,360",▲,"3,130","22.00","5,055,854","84,310",,'389260
신,RF시스템즈,8500 10500 8500 9640,"9,640",▲,"1,300","15.59","1,778,276","17,492",'방산주/천궁레이다,'474610
신,SK이터닉스,48850 61900 47500 55800,"55,800",▲,"6,950","14.23","22,318,263","1,251,217",AI 데이터센터 전력공급"SOFC" 블룸에너지 연료전지 국내공급권 보유,'475150
신,DL이앤씨,81100 94600 79300 90700,"90,700",▲,"11,700","14.81","4,808,523","428,503",SMR·탄소포집 사업 기대감에↑,'375500
증,상지건설,7450 9680 7430 8420,"8,420",▲,"970","13.02","3,279,398","30,172",'건설/오피스텔/주상복합,'042940
,미래에셋생명,28550 35150 27300 31800,"31,800",▲,"3,150","10.99","15,967,719","515,298",,'085620
신,OCI홀딩스,290000 335500 276000 320000,"320,000",▲,"37,000","13.07","1,034,417","324,205",포스코 관련,'010060
증,폴레드,3885 4750 3870 4335,"4,335",▲,"425","10.87","4,008,568","17,611",,'487580
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
