분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
증,메이슨캐피탈,203 282 200 282,"282",↑,"65","29.95","66,028,618","17,188",,'021880
,코스모로보틱스,36550 48600 34500 48600,"48,600",↑,"11,200","29.95","27,976,451","1,231,407",,'439960
증,아이씨티케이,23000 25450 21600 25450,"25,450",↑,"5,860","29.91","3,102,673","74,551",양자암호,'456010
증,뷰티스킨,3200 3910 3200 3910,"3,910",↑,"900","29.90","6,524,797","24,426",,'406820
신,삼진제약,20400 25900 20200 24400,"24,400",▲,"4,460","22.37","10,268,941","245,533",,'005500
신,엑스게이트,16010 19430 15620 17560,"17,560",▲,"2,100","13.58","28,716,690","518,607",양자보안 기술,'356680
증,가온그룹,8190 10200 8160 9600,"9,600",▲,"1,680","21.21","7,535,218","71,979","AI, AI디바이스(삼성TV)",'078890
,한선엔지니어링,27850 35550 26650 33300,"33,300",▲,"5,450","19.57","3,128,143","99,803","수소 및 고체산화물 연료전지(SOFC) 관련주  0. 영위 사업 내용 (약 100자) 계측장비용 피팅(관이음쇠) 및 밸브 전문 제조 기업입니다. 석유화학, 조선 등 전통 산업은 물론, 수소, ESS(에너지저장장치), 반도체, 에너지 등 4대 신전략 산업 분야로 공급을 확대하고 있습니다.  1. 핵심 재료 요약 (50자 이내) 수소 및 고체산화물 연료전지(SOFC) 테마 상승 시 부각  2. 추가 주요 내용  SOFC (고체산화물 연료전지): 글로벌 연료전지 기업인 '블룸에너지(Bloom Energy)'에 연료 배분 기능을 하는 피팅과 플럼빙 모듈을 공급하는 점이 시장에서 부각됩니다.  시설 투자: 2024년 9월, 매출 확대에 따른 추가 공장 증축 및 보관물류시스템 구축을 위해 550억 원 규모의 신규 시설 투자를 결정한 바 있습니다.  수소: 수소 자동차 연료 공급 부품 인증(KGS)을 획득하는 등 수소 산업 관련 기술력을 보유하고 있습니다.  3. 최근 [특징주] 기사 현황  [2025.09.23, [특징주], 한선엔지니어링-고체산화물 연료전지(SOFC) 테마 상승세에 9.13% ↑, +9.13%, 링크]  [2025.03.05, [특징주] 한선엔지니어링, 美 수조 달러 규모의 가스관 개발 투자 소식에 급등, (기사 내 '급등' 표기), 링크]  [2024.11.18, [특징주] 한선엔지니어링, 블룸에너지-美 1위 전력 업체 'SOFC' 계약 체결에 강세, (기사 내 '강세' 표기), 링크]  [2024.09.09, [특징주]한선엔지니어링, 공장 증측 등 550억 시설투자에 4%대↑, +4%대, 링크]  삼성SDI, LG엔솔 ESS직분사 소화설비",'452280
신,녹십자엠에스,4065 5120 4030 4860,"4,860",▲,"775","18.97","18,066,387","86,150",코로나,'142280
신,엠케이전자,27600 32900 26350 32100,"32,100",▲,"4,400","15.88","2,755,980","85,636","본딩와이어 세계 1위, 솔더블 3위, 챗GPT 반도체 소재특허  엠케이전자, 반도체 패키징 소재 글로벌 선도 기업으로 AI 및 2차전지 재료로 성장 동력 확보.  HBM 시장 성장에 필수적인 차세대 패키징 소재 기업  반도체 패키징의 핵심 소재인 본딩와이어와 솔더볼을 생산하는 기업으로, 특히 HBM 시장 성장에 따른 저온 솔더볼 등 신제품의 성장성이 주목받고 있습니다.  주요 재료 및 상세 내용  글로벌 시장 지배력: 주력 제품인 본딩와이어는 글로벌 시장 점유율 1위, 솔더볼은 3위를 차지할 만큼 높은 경쟁력을 확보하고 있습니다.  HBM용 신제품: HBM 패키징에 사용되는 저온 솔더볼 등 고부가가치 신제품 출시를 통해 반도체 업황 개선과 함께 큰 폭의 실적 성장이 예상됩니다.  안정적인 고객사: 국내외 140여 곳에 이르는 메모리, 비메모리, OSAT(후공정 외주업체) 고객사를 확보하여 안정적인 사업 기반을 갖추고 있습니다.  최근 [특징주] 기사  2023년 5월 25일: AI 반도체 대장주인 엔비디아에 반도체 소재를 공급한다는 사실이 부각되며 상승 마감.  기사 제목: [특징주] 엠케이전자, AI 대장 엔비디아에 반도체 소재 공급 '↑' - 아이뉴스",'033160
신,에프엔에스테크,19150 22900 18710 22100,"22,100",▲,"2,850","14.81","1,303,186","28,442",'TFT/식각(WET Etcher),'083500
신,KX하이텍,1490 1730 1456 1698,"1,698",▲,"206","13.81","12,653,839","20,696",,'052900
증,이수화학,10800 12490 10560 12200,"12,200",▲,"1,410","13.07","5,509,436","65,502",에코프로비엠과 황화리튭 개발 MOU,'005950
증,차백신연구소,3315 4055 3150 3735,"3,735",▲,"380","11.33","18,089,754","66,410",,'261780
경,피델릭스,4265 5250 4005 4700,"4,700",▲,"425","9.94","7,364,762","34,977",'중국최대주주/삼성패키징협력/LPDDR5X,'032580
경,소룩스,5450 6610 5040 6020,"6,020",▲,"290","5.06","24,950,854","151,391",'아리바이오 지분 / 치매,'290690
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
